4.02137, 
4.06409, 
4.08544, 
4.10677, 
4.1281, 
4.14941, 
4.1707, 
4.19198, 
4.21323, 
4.23446, 
4.25566, 
4.27684, 
4.29798, 
4.31908, 
4.34015, 
4.36119, 
4.38218, 
4.40312, 
4.42402, 
4.44488, 
4.46568, 
4.48643, 
4.50712, 
4.52776, 
4.54833, 
4.56884, 
4.58929, 
4.60967, 
4.62998, 
4.65022, 
4.67039, 
4.69048, 
4.71048, 
4.73041, 
4.75026, 
4.77002, 
4.78969, 
4.80927, 
4.82876, 
4.84816, 
4.86745, 
4.88665, 
4.90575, 
4.92475, 
4.94363, 
4.96242, 
4.98109, 
4.99965, 
5.01809, 
5.03642, 
5.05463, 
5.07272, 
5.09069, 
5.10854, 
5.12625, 
5.14384, 
5.1613, 
5.17863, 
5.19582, 
5.21288, 
5.22979, 
5.24657, 
5.2632, 
5.27969, 
5.29604, 
5.31223, 
5.32828, 
5.34418, 
5.35992, 
5.3755, 
5.39093, 
5.4062, 
5.42131, 
5.43626, 
5.45105, 
5.46567, 
5.48012, 
5.4944, 
5.50851, 
5.52245, 
5.53622, 
5.54981, 
5.56323, 
5.57646, 
5.58952, 
5.60239, 
5.61508, 
5.62759, 
5.63991, 
5.65205, 
5.664, 
5.67575, 
5.68732, 
5.69869, 
5.70987, 
5.72085, 
5.73164, 
5.74223, 
5.75262, 
5.76281, 
5.77281, 
5.78259, 
5.79218, 
5.80156, 
5.81073, 
5.8197, 
5.82846, 
5.83701, 
5.84536, 
5.85349, 
5.86141, 
5.86912, 
5.87661, 
5.88389, 
5.89096, 
5.89781, 
5.90444, 
5.91086, 
5.91705, 
5.92303, 
5.92879, 
5.93433, 
5.93965, 
5.94475, 
5.94963, 
5.95428, 
5.95871, 
5.96292, 
5.9669, 
5.97066, 
5.97419, 
5.9775, 
5.98058, 
5.98344, 
5.98607, 
5.98848, 
5.99065, 
5.9926, 
5.99433, 
5.99582, 
5.99709, 
5.99813, 
5.99894, 
5.99953, 
5.99988, 
6.00001, 
5.99991, 
5.99958, 
5.99902, 
5.99824, 
5.99723, 
5.99598, 
5.99452, 
5.99282, 
5.9909, 
5.98875, 
5.98637, 
5.98376, 
5.98093, 
5.97788, 
5.97459, 
5.97109, 
5.96735, 
5.9634, 
5.95922, 
5.95481, 
5.95018, 
5.94534, 
5.94026, 
5.93497, 
5.92946, 
5.92372, 
5.91777, 
5.9116, 
5.90521, 
5.8986, 
5.89177, 
5.88473, 
5.87748, 
5.87001, 
5.86233, 
5.85443, 
5.84632, 
5.83801, 
5.82948, 
5.82074, 
5.8118, 
5.80265, 
5.79329, 
5.78373, 
5.77397, 
5.764, 
5.75383, 
5.74346, 
5.7329, 
5.72213, 
5.71117, 
5.70002, 
5.68867, 
5.67712, 
5.66539, 
5.65346, 
5.64135, 
5.62905, 
5.61657, 
5.60389, 
5.59104, 
5.57801, 
5.56479, 
5.5514, 
5.53783, 
5.52408, 
5.51016, 
5.49607, 
5.48181, 
5.46737, 
5.45278, 
5.43801, 
5.42308, 
5.40799, 
5.39274, 
5.37733, 
5.36176, 
5.34604, 
5.33016, 
5.31413, 
5.29795, 
5.28162, 
5.26515, 
5.24853, 
5.23177, 
5.21487, 
5.19783, 
5.18066, 
5.16335, 
5.1459, 
5.12833, 
5.11063, 
5.0928, 
5.07484, 
5.05677, 
5.03857, 
5.02026, 
5.00182, 
4.98328, 
4.96462, 
4.94585, 
4.92697, 
4.90799, 
4.88891, 
4.86972, 
4.85043, 
4.83105, 
4.81157, 
4.792, 
4.77234, 
4.75259, 
4.73275, 
4.71283, 
4.69283, 
4.67275, 
4.6526, 
4.63237, 
4.61207, 
4.59169, 
4.57125, 
4.55075, 
4.53018, 
4.50955, 
4.48886, 
4.46812, 
4.44733, 
4.42648, 
4.40558, 
4.38464, 
4.36366, 
4.34263, 
4.32156, 
4.30046, 
4.27932, 
4.25816, 
4.23696, 
4.21573, 
4.19448, 
4.17321, 
4.15192, 
4.13061, 
4.10928, 
4.08795, 
4.0666, 
4.04525, 
4.02389, 
4.00252, 
3.98116, 
3.9598, 
3.93844, 
3.9171, 
3.89576, 
3.87443, 
3.85312, 
3.83182, 
3.81054, 
3.78929, 
3.76806, 
3.74685, 
3.72567, 
3.70453, 
3.68342, 
3.66234, 
3.64131, 
3.62031, 
3.59936, 
3.57845, 
3.55759, 
3.53679, 
3.51603, 
3.49533, 
3.47469, 
3.45411, 
3.43359, 
3.41313, 
3.39274, 
3.37242, 
3.35218, 
3.332, 
3.3119, 
3.29188, 
3.27195, 
3.25209, 
3.23232, 
3.21264, 
3.19305, 
3.17355, 
3.15414, 
3.13483, 
3.11562, 
3.09651, 
3.0775, 
3.0586, 
3.03981, 
3.02112, 
3.00255, 
2.98409, 
2.96575, 
2.94752, 
2.92942, 
2.91143, 
2.89358, 
2.87584, 
2.85824, 
2.84076, 
